index,series_name,network,season,title,rating,engagement,date,time,format,monster_name,monster_type,monster_subtype,monster_species,monster_real,monsters,setting,location,suspects,arrested,culprit_name,culprits,motive,door_gag,scrappy,snacks,zoinks,groovy
379,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Almost Purr-fect,5.2,16,9/29/2007,23,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 4,Mark,Ricky,Dr. Trebla,Menace","Super-Villain,Disguised,Disguised,Disguised,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain","Doctor,Agent,Agent,Agent,Nerd,Nerd,Doctor,Wrestler","Human,Human,Human,Human,Human,Human,Human,Human",TRUE,8,Urban,United States,0,NULL,NULL,0,Theft,FALSE,FALSE,1,1,0
380,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Inside Job,5.9,18,10/6/2007,22,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 8,Agent 9,Dr Trebla","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Super-Villain","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,10,Urban,United States,8,NULL,NULL,0,Conquest,FALSE,FALSE,1,0,0
381,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Zoinksman,5.5,14,10/13/2007,23,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 7,Agent 8,Agent 9,Agent 11,Agent 12,Agent 13,Dr Trebla","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised, Disguised, Disguised,Super-Villain","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,",TRUE,13,Island,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,0,3,0
382,Shaggy & Scooby-Doo Get a Clue!,The CW,2,The Many Faces of Evil,5.4,13,11/3/2007,23,TV Series,"Dr. Phineus Phibes,Clown Phibes,Evil Phibes,Peekaboo Phibes,Klepto Phibes,Kung Fu Phibes,Pirate Phibes,Pantsing Phibes,Mark,Ricky,Dr. Trebla","Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain,Super-Villain","Doctor,Clown,Doctor,Playful,Burglar,Kung Fu,Pirate,Doctor,Nerd,Nerd,Doctor","Human,Human,Human,Human",TRUE,11,Urban,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,0,1,0
383,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Crusin' for a Brusin',5.6,11,11/10/2007,22,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Dr. Trebla","Super-Villain,Disguised,Disguised,Super-Villain","Doctor,Agent,Agent,Doctor","Human,Human,Human,Human",TRUE,4,Ocean,Mexico,0,NULL,NULL,0,Conquest,FALSE,FALSE,2,0,0
384,Shaggy & Scooby-Doo Get a Clue!,The CW,2,There's a Doctor in the House,5.5,11,12/1/2007,23,TV Series,"Dr. Phineus Phibes,Evil Phibes,Agent 1,Agent 2,Agent 3,Agent 4,Agent 13,Dr. Trebla","Super-Villain,Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Super-Villain","Doctor,Doctor,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human,Human",TRUE,8,Urban,United States,1,NULL,NULL,0,Conquest,FALSE,FALSE,1,1,0
385,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Super Scary Movie Night,5.4,11,1/26/2008,22,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Mark,Ricky,Dr. Trebla,Rusty,Bacon,Mummy,Frankenstein,Dracula,Swamp Monster","Super-Villain,Disguised,Disguised,Super-Villain,Super-Villain,Super-Villain,Animal,Animal,Undead,Undead,Undead,Animal","Doctor,Agent,Agent,Nerd,Nerd,Doctor,Werewolf,Pig,Mummy,Frankenstin's Monster,Vampire,Swamp Monster","Human,Human,Human,Human,Human,Human,Human,Pig,Human,Human,Human,Swamp-Monster",TRUE,12,Urban,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,1,1,0
386,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Scooby Dudes,6.2,13,2/23/2008,23,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 4,Mark,Ricky,Dr. Trebla,Menace,Super Bulls,Cocky","Super-Villain,Disguised,Disugised,Disguised,Super-Villain,Super-Villain,Super-Villain,Animal,Animal","Doctor,Agent,Agent,Agent,Nerd,Nerd,Doctor,Bull,Giant","Human,Human,Human,Human,Human,Human,Human,Bull,Rooster",TRUE,9,Desert,Texas,0,NULL,NULL,0,Conquest,FALSE,FALSE,1,1,0
387,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Zoinks the Wonder Dog,5.1,9,3/8/2008,23,TV Series,"Zoinks,Dr. Phineus Phibes,Agent 1,Agent 2,Mark,Ricky,Dr. Trebla,Groovy Don","Mechanical,Super-Villain,Disguised,Disguised,Super-Villain,Super-Villain,Super-Villain,Mechanical","Dog,Doctor,Agent,Agent,Nerd,Nerd,Doctor,Hippy","Robot,Human,Human,Human,Human,Human,Human,Robot",TRUE,8,Urban,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,3,16,0
388,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Uncle Albert Alert,5.8,9,3/15/2008,23,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 4,Agent 5,Agent 13,Agent 21,Agent 44,Agent 89,Mark,Ricky,Dr. Trebla","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Super-Villain,Super-Villain,Super-Villain","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Nerd,Nerd,Doctor","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,12,Urban,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,1,2,0
389,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Beware the Beast From Below,7.9,337,4/5/2010,23,TV Series,Slime Mutant,Possessed Object,Slime,Slime-Monster,FALSE,1,Urban,California,2,TRUE,Professor Emmanuel Raffalo,1,Theft,FALSE,FALSE,0,1,0
390,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Creeping Creatures,7.8,304,7/19/2010,23,TV Series,"Creeping Creatures,Creeping Creatures,Creeping Creatures","Animal,Animal,Animal","Humanoid,Humanoid,Humanoid","Alligator,Alligator,Alligator",FALSE,3,Swamp,California,3,TRUE,"Grady Gator,Greta Gator,Gunther Gator",3,Counterfeit,FALSE,FALSE,0,2,0
391,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Secret of the Ghost Rig,7.7,267,7/26/2010,23,TV Series,Ghost Truck,Possessed Object,Truck,Truck,FALSE,1,Urban,California,2,TRUE,Rung Ladderton,1,Theft,FALSE,FALSE,0,1,0
392,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Revenge of the Man Crab,7.7,255,8/2/2010,22,TV Series,Man-Crab,Animal,Humanoid,Crab,FALSE,1,Coast,California,2,TRUE,Bud Shelton,1,Competition,FALSE,FALSE,0,1,0
393,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Song of Mystery,8,254,8/9/2010,22,TV Series,"Que Horrifico,Spookified Kids","Ancient,Possessed","Pupeteer,Kid","Human,Human",FALSE,2,Urban,California,2,TRUE,Mary Anne Gleardan,1,Competition,FALSE,FALSE,0,0,0
394,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Legend of Alice May,8.5,263,8/16/2010,23,TV Series,Ghost Girl,Ghost,Ghost,Human,FALSE,1,Urban,California,1,TRUE,Alice May,1,Competition,FALSE,FALSE,0,2,0
395,Scooby-Doo Mystery Incorporated,Cartoon Network,1,In Fear of the Phantom,8.2,256,8/23/2010,23,TV Series,Phantom,Ghost,Phantom,Human,FALSE,1,Urban,California,2,TRUE,Daniel Prezette,1,Competition,FALSE,FALSE,0,0,0
396,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Grasp of the Gnome,7.8,229,8/30/2010,23,TV Series,Gnome,Mythical,Gnome,Human,FALSE,1,Forest,California,3,TRUE,Gill Littlefoot,1,Competition,FALSE,FALSE,0,0,0
397,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Battle of the Humungonauts,7.6,221,9/7/2010,23,TV Series,"Green Humungonaut,Red Humungonaut","Animal,Animal","Humanoid,Humanoid","Ape,Ape",FALSE,2,Urban,California,3,TRUE,"Max Minner,Jax Minner",2,Competition,FALSE,FALSE,0,4,0
398,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Howl of the Fright Hound,8.2,235,10/4/2010,23,TV Series,Fright Hound,Mechanical,Robot,Hound,FALSE,1,Urban,California,3,TRUE,Mrs. Wyatt,1,Competition,FALSE,FALSE,0,0,0
399,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Secret Serum,8.1,225,10/11/2010,22,TV Series,Vampire,Undead,Vampire,Human,FALSE,1,Urban,California,3,TRUE,Sheila Altoonian,1,Theft,FALSE,FALSE,0,0,0
400,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Shrieking Madness,8.4,246,10/18/2010,22,TV Series,Char Gar Gothakon,Extraterrestrial,Humanoid,Squid,FALSE,1,Urban,California,5,TRUE,Howard E. Roberts,1,Competition,FALSE,FALSE,0,1,0
401,Scooby-Doo Mystery Incorporated,Cartoon Network,1,When the Cicada Calls,8,224,10/25/2010,22,TV Series,Cicada Creature,Animal,Insect,Cicada,FALSE,1,Urban,California,5,TRUE,Grandma Moonbeam,1,Preservation,FALSE,FALSE,0,0,0
402,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Mystery Solvers Club State Finals,8.2,254,5/3/2011,22,TV Series,Lord Infernicus,Undead,Skeleton,Human,FALSE,1,Urban,California,6,FALSE,Funky Phantom,1,Imagination,FALSE,FALSE,0,0,0
403,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Wild Brood,7.7,221,5/10/2011,22,TV Series,Shadowy Orc,Mythical,Orc,Orc,FALSE,1,Urban,California,6,TRUE,Maxwell,1,Competition,FALSE,FALSE,0,2,0
404,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Where Walks Aphrodite,8.2,228,5/17/2011,21,TV Series,Aphrodite,Mythical,Pupeteer,Human,FALSE,1,Urban,California,1,TRUE,Amanda Smythe,1,Competition,FALSE,FALSE,0,0,0
405,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Escape from Mystery Manor,8.8,250,5/24/2011,22,TV Series,Danny Darrow,Ancient,Hermit,Human,TRUE,1,Urban,California,0,NULL,NULL,0,Preservation,FALSE,FALSE,0,0,0
406,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Dragon's Secret,8.2,211,5/31/2011,22,TV Series,White Wizard,Magician,Wizard,Human,FALSE,1,Urban,California,3,TRUE,"Mr. Wang,Mai Le",2,Theft,FALSE,FALSE,1,1,0
407,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Nightfright,8.5,227,6/7/2011,22,TV Series,Nightfright,Mythical,Demon,Demon,FALSE,1,Urban,California,3,TRUE,Argus Fentonpoof,1,Competition,FALSE,FALSE,0,1,0
408,Scooby-Doo Mystery Incorporated,Cartoon Network,1,The Siren's Song,8.1,203,6/14/2011,23,TV Series,"Fish Freaks,Fish Freaks,Fish Freaks,Fish Freaks","Animal,Animal,Animal,Animal","Humanoid,Humanoid,Humanoid,Humanoid","Fish,Fish,Fish,Fish",FALSE,4,Urban,California,5,TRUE,Ernesto,1,Natural Resource,FALSE,FALSE,0,2,0
409,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Menace of the Manticore,8.2,212,6/21/2011,22,TV Series,Manticore,Mythical,Manticore,Manticore,FALSE,1,Urban,California,3,TRUE,Hotdog Water,1,Competition,FALSE,FALSE,0,0,0
410,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Attack of the Headless Horror,8.1,196,6/28/2011,22,TV Series,Headless Horror,Ancient,Humanoid,Jungle-Monster,FALSE,1,Urban,California,3,FALSE,Marion Spartan,1,Competition,FALSE,FALSE,0,1,0
411,Scooby-Doo Mystery Incorporated,Cartoon Network,1,A Haunting in Crystal Cove,8.6,211,7/5/2011,22,TV Series,Shadowy Figure,Ghost,Shadow,Human,FALSE,1,Urban,California,2,TRUE,Professor Pericles,1,Theft,FALSE,FALSE,0,2,0
412,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Dead Justice,8.2,194,7/12/2011,22,TV Series,Ghost of Dead Justice,Ghost,Sheriff,Human,FALSE,1,Urban,California,3,TRUE,Deputy Bucky,1,Competition,FALSE,FALSE,0,2,0
413,Scooby-Doo Mystery Incorporated,Cartoon Network,1,Pawn of Shadows,8.8,212,7/19/2011,23,TV Series,Obliteratrix,Undead,Assassin,Human,FALSE,1,Urban,California,3,TRUE,Alice May,1,Theft,FALSE,FALSE,0,2,0
414,Scooby-Doo Mystery Incorporated,Cartoon Network,1,All Fear the Freak,9.2,272,7/26/2011,23,TV Series,Freak of Crystal Cove,Ancient,Humanoid,Beast,FALSE,1,Urban,California,3,TRUE,Mayor Fred Jones Sr.,1,Theft,FALSE,FALSE,0,1,0
415,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Spooky Games,6.9,195,7/17/2012,23,TV Series,Fortius,Possessed Object,Statue,Human,FALSE,1,Urban,England,4,TRUE,Jack Riggens,1,Competition,FALSE,FALSE,0,0,0
416,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Night the Clown Cried,8.5,226,7/30/2012,23,TV Series,Crybaby Clown,Disguised,Clown,Human,FALSE,1,Urban,California,1,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
417,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The House of the Nightmare Witch,7.9,187,7/31/2012,23,TV Series,"Baba Yaga House,Baba Yaga","Possessed Object,Magician","House,Witch","House,Human",FALSE,2,Forest,California,2,TRUE,Curator Vronsky,1,Smuggling,FALSE,FALSE,0,0,0
418,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Night the Clown Cried II - Tears of Doom,8.4,197,8/1/2012,23,TV Series,Crybaby Clown,Disguised,Clown,Human,FALSE,1,Urban,California,2,TRUE,Baylor Hotner,1,Abduction,FALSE,FALSE,0,2,0
419,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Web of the Dreamweaver!,8.2,192,8/2/2012,23,TV Series,Dreamweaver,Magician,Wizard,Human,FALSE,1,Urban,California,4,TRUE,Horbert Feist,1,Competition,FALSE,FALSE,0,0,0
420,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Hodag of Horror,8.4,188,8/3/2012,23,TV Series,Hodag of Horror,Animal,Beast,Beast,FALSE,1,Urban,California,3,TRUE,Ned Fussbuster,1,Theft,FALSE,FALSE,0,0,0
421,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Art of Darkness,7.7,177,8/6/2012,23,TV Series,Junk,Mechanical,Trash,Trash,FALSE,1,Urban,California,6,TRUE,Butch Firbanks,1,Competition,FALSE,FALSE,0,0,0
422,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Gathering Gloom,8.2,172,8/7/2012,22,TV Series,Graveyard Ghoul,Undead,Ghoul,Human,FALSE,1,Rural,California,5,FALSE,Evallo von Meanskrieg,1,Natural Resource,FALSE,FALSE,0,1,0
423,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Night on Haunted Mountain,8.3,183,8/8/2012,23,TV Series,Dark Lilith,Mythical,Demon,Demon,FALSE,1,Desert,California,3,FALSE,Hotdog Water,1,Treasure,FALSE,FALSE,0,2,0
424,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Grrim Judgment,8.3,176,8/9/2012,23,TV Series,Hebediah Grim,Undead,Zombie,Human,FALSE,1,Forest,California,3,TRUE,"Gary,Ethan",2,Competition,FALSE,FALSE,0,0,0
425,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Night Terrors,9.1,202,8/10/2012,23,TV Series,Fiend,Mythical,Anubis,Human,FALSE,1,Mountain,United States,3,TRUE,Dan Fluunk,1,Competition,FALSE,FALSE,0,0,0
426,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Midnight Zone,8.7,187,8/13/2012,22,TV Series,"Kriegstaffebot,Ghost of Abigail Gluck","Mechanical,Ghost","Soldier,Ghost","Robot,Human",TRUE,2,Ocean,California,2,TRUE,Professor Pericles,1,Theft,FALSE,FALSE,0,0,0
427,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Scarebear,8.2,169,8/14/2012,23,TV Series,Scarebear,Animal,Mutant,Bear,FALSE,1,Forest,California,2,FALSE,Benson Fuhrman,1,Preservation,FALSE,FALSE,0,0,0
428,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Wrath of the Krampus,8.9,207,8/15/2012,22,TV Series,Krampus,Mythical,Beast,Krampus,FALSE,1,Urban,California,1,TRUE,"Fred Jones Jr.,Daphnie Blake,Velma Dinkley,Shaggy Rodgers,Scooby-Doo,Sheriff Bronson Stone,Mayor Janet Nettles,Mary Anne Gleardan,Fred Jones Sr.,Jason Wyatt,Hotdog Water",11,Theft,FALSE,FALSE,0,0,0
429,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Heart of Evil,7.6,174,8/16/2012,22,TV Series,Dragon,Mechanical,Dragon,Dragon,FALSE,1,Island,United States,0,FALSE,"Dr. Zin,Jenny",2,Theft,FALSE,FALSE,1,0,0
430,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Theater of Doom,8.6,180,8/17/2012,22,TV Series,Mummy of Friar Serra,Undead,Mummy,Human,FALSE,1,Urban,United States,3,TRUE,George Avocados,1,Theft,FALSE,FALSE,0,0,0
431,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Haunted Holidays,7,392,10/16/2012,23,TV Series,Sinister Snowman,Possessed Object,Snow-Man,Snow-Man,FALSE,1,Urban,United States,5,TRUE,Fabian Menkle,1,Competition,FALSE,FALSE,0,1,0
432,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Aliens Among Us,8,172,3/25/2013,22,TV Series,"Grey Alien,Reptiod,Nordic Alien","Extraterrestrial,Animal,Extraterrestrial","Alien,Humanoid,Alien","Alien,Reptile,Alien",FALSE,3,Urban,California,0,TRUE,"Traveler O'Flaherty,Connor O'Flaherty,Sheela O'Flaherty",3,Theft,FALSE,FALSE,0,1,0
433,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Horrible Herd,8.3,167,3/25/2013,22,TV Series,"Skull Cattles,Skull Cattle Queen","Undead,Undead","Skeleton,Skeleton","Bull,Bull",FALSE,2,Rural,California,4,TRUE,Professor Pericles,1,Theft,FALSE,FALSE,0,0,0
434,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Dance of the Undead,8,180,3/26/2013,22,TV Series,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Undead,Undead,Undead,Undead","Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human",FALSE,4,Urban,California,2,TRUE,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics",4,Competition,FALSE,FALSE,0,2,0
435,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Devouring,7.8,166,3/27/2013,23,TV Series,Gluton Demon,Mythical,Demon,Demon,FALSE,1,Urban,California,3,TRUE,Francilee Jackson,1,Competition,FALSE,FALSE,0,1,0
436,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Stand and Deliver,8.3,171,3/28/2013,22,TV Series,Dandy Highwayman,Disguised,Highwayman,Human,FALSE,1,Urban,California,2,TRUE,Librarian,1,Competition,FALSE,FALSE,0,0,0
437,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Man in the Mirror,8.9,176,3/29/2013,22,TV Series,"Evil Fred,Evil Daphnie","Disguised,Disguised","Clone,Clone","Human,Human",FALSE,2,Urban,California,0,TRUE,"Brad Chiles,Judy Reeves",2,Theft,FALSE,FALSE,0,1,0
438,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Nightmare in Red,8.9,187,4/2/2013,23,TV Series,Monstrous Freak,Animal,Humanoid,Beast,FALSE,1,Rural,California,2,TRUE,Fernando El Aguirre,1,Preservation,FALSE,FALSE,0,0,0
439,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Dark Night of Hunters,8.4,165,4/3/2013,22,TV Series,Priestess,Magician,Shaman,Human,FALSE,1,Jungle,Mexico,2,TRUE,Prof. Enrique Andelusossa,1,Competition,FALSE,FALSE,0,1,0
440,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Gates of Gloom,8.7,169,4/4/2013,23,TV Series,Kriegstaffebot,Mechanical,Soldier,Robot,FALSE,1,Cave,California,1,FALSE,Professor Pericles,1,Treasure,FALSE,FALSE,0,1,0
441,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Through the Curtain,9,184,4/5/2013,22,TV Series,Evil Entity,Mythical,Evil,Element,TRUE,1,Cave,California,0,TRUE,NULL,0,Conquest,FALSE,FALSE,0,2,0
442,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Come Undone,9.3,260,4/5/2013,22,TV Series,"Evil Entity,Minions","Mythical,Ancient","Evil,Humanoid","Element,Human",TRUE,2,Urban,California,0,TRUE,NULL,0,Conquest,FALSE,FALSE,0,2,0
443,Warner Home Video,Warner Home Video,Special,Scooby-Doo! and the Spooky Scarecrow,7.3,403,9/10/2013,23,TV Series,Cornfield Clem,Possessed Object,Scarecrow,Scarecrow,FALSE,1,Rural,United States,9,TRUE,Abner,1,Theft,FALSE,FALSE,0,0,0
444,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Mecha Mutt Menace,6.5,242,9/24/2013,23,TV Series,Mecha Mutt,Mechanical,Robot,Hound,FALSE,1,Urban,United States,4,TRUE,Melanie Staples,1,Competition,FALSE,FALSE,1,1,0
445,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Ghastly Goals!,6.6,216,5/13/2014,22,TV Series,Eshu,Animal,Humanoid,Beast,FALSE,1,Urban,Brazil,5,TRUE,Reynaldo,1,Theft,FALSE,FALSE,0,1,0
446,Warner Home Video,Warner Home Video,Special,Scooby-Doo! and the Beach Beastie,7.1,188,5/5/2015,22,TV Series,Sea Monster,Possessed Object,Elemental,Water,FALSE,1,Coast,Florida,4,TRUE,Grafton Brownstone,1,Theft,FALSE,FALSE,2,0,0
447,"Be Cool, Scooby-Doo!",Cartoon Network,1,Mystery 101,7.9,122,10/5/2015,22,TV Series,Ghost of Elias Kingston,Ghost,Ghost,Human,FALSE,1,Urban,United States,3,TRUE,"Mitchell Simons,Joe Simons",2,Competition,FALSE,FALSE,0,0,0
448,"Be Cool, Scooby-Doo!",Cartoon Network,1,Game of Chicken,7.2,102,10/6/2015,22,TV Series,Spirit of the Zatari Warrior,Ancient,Spirit,Human,FALSE,1,Cave,United States,3,TRUE,Chuck Mangum,1,Treasure,FALSE,FALSE,0,1,0
449,"Be Cool, Scooby-Doo!",Cartoon Network,1,All Pawns on Deck,7.4,101,10/7/2015,22,TV Series,"Sea Creature,Sea Creature","Animal,Animal","Humanoid,Humanoid","Sea-Monster,Sea-Monster",FALSE,2,Ocean,United States,4,TRUE,"Thorn,Dahlia",2,Treasure,FALSE,FALSE,0,1,0
450,"Be Cool, Scooby-Doo!",Cartoon Network,1,Poodle Justice,7.3,85,10/8/2015,22,TV Series,Gargoyle,Possessed Object,Statue,Gargoyle,FALSE,1,Urban,United States,4,TRUE,Carli,1,Competition,FALSE,FALSE,0,0,0
451,"Be Cool, Scooby-Doo!",Cartoon Network,1,Grand Scam,7.3,78,10/9/2015,22,TV Series,Ghost of Chip Braverton,Ghost,Ghost,Human,FALSE,1,Urban,United States,3,TRUE,Dustin Wallswreath,1,Competition,FALSE,FALSE,0,0,0
452,"Be Cool, Scooby-Doo!",Cartoon Network,1,Trading Chase,7.6,80,10/12/2015,22,TV Series,Sobek,Mythical,Humanoid,Crocodile,FALSE,1,Urban,United States,3,TRUE,Prof. Salazar,1,Theft,FALSE,FALSE,0,0,0
453,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Be Quiet, Scooby-Doo!",7.5,84,10/15/2015,22,TV Series,Crystal Crawler,Animal,Humanoid,Cave-Monster,FALSE,1,Cave,United States,2,TRUE,Colson McCready,1,Competition,FALSE,FALSE,0,0,0
454,"Be Cool, Scooby-Doo!",Cartoon Network,1,Party Like It's 1899,8.2,88,10/19/2015,22,TV Series,Headless Count,Undead,Headless,Human,FALSE,1,Rural,United States,5,TRUE,Bradwick Haverall,1,Theft,FALSE,FALSE,0,0,0
455,"Be Cool, Scooby-Doo!",Cartoon Network,1,Screama Donna,7.4,72,10/20/2015,22,TV Series,Ghost of the Prima Donna,Ghost,Ghost,Human,FALSE,1,Urban,United States,4,TRUE,Jasper Crawl,1,Competition,FALSE,FALSE,0,2,0
456,"Be Cool, Scooby-Doo!",Cartoon Network,1,Kitchen Frightmare,7.5,75,10/21/2015,22,TV Series,Yeti,Animal,Yeti,Yeti,FALSE,1,Urban,United States,3,TRUE,Jack Howard,1,Competition,FALSE,FALSE,0,0,0
457,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Me, Myself, and A.I.",7.5,72,10/22/2015,22,TV Series,Butler 3000,Mechanical,Robot,Robot,FALSE,1,Urban,United States,3,TRUE,Mallory O'Neill,1,Competition,FALSE,FALSE,0,1,0
458,"Be Cool, Scooby-Doo!",Cartoon Network,1,Area 51 Adjacent,7.4,71,10/23/2015,22,TV Series,Alien,Extraterrestrial,Alien,Alien,FALSE,1,Desert,Nevada,2,TRUE,General Stall,1,Competition,FALSE,FALSE,0,2,0
459,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Where There's a Will, There's a Wraith",7.5,81,10/28/2015,22,TV Series,Phantom,Ghost,Phantom,Human,FALSE,1,Rural,United States,4,TRUE,"Ruby Lutz, Trudy Lutz",2,Inheritance,FALSE,FALSE,0,0,0
460,Lego,Cartoon Network,Special,Scooby-Doo! Knight Time Terror,6.6,288,11/25/2015,22,TV Series,Black Knight,Possessed Object,Suit,Object,FALSE,1,Rural,United States,6,TRUE,Kyle Grimsley,1,Treasure,TRUE,FALSE,0,0,0
461,"Be Cool, Scooby-Doo!",Cartoon Network,1,Scary Christmas,7.4,75,12/5/2015,22,TV Series,Pterodactyl,Ancient,Dinosaur,Pterodactyl,FALSE,1,Urban,United States,4,TRUE,"David,Alistair Leventhal",2,Theft,FALSE,FALSE,0,0,0
462,"Be Cool, Scooby-Doo!",Cartoon Network,1,"If You Can't Scooby-Doo the Time,Don't Scooby-Doo the Crime",7.7,72,12/10/2015,24,TV Series,Ghost of Stealin' Stan,Ghost,Prisoner,Human,FALSE,1,Island,United States,2,FALSE,Stealin' Stan,1,Theft,FALSE,FALSE,0,1,0
463,"Be Cool, Scooby-Doo!",Cartoon Network,1,Gremlin on a Plane,7.8,66,2/13/2016,22,TV Series,Gremlin,Mythical,Gremlin,Gremlin,FALSE,1,Air,United States,3,TRUE,Ed Johnson,1,Competition,FALSE,FALSE,0,1,0
464,"Be Cool, Scooby-Doo!",Cartoon Network,1,Sorcerer Snacks Scare,7.9,67,2/20/2016,22,TV Series,Sorcerer,Magician,Sorcerer,Human,FALSE,1,Urban,United States,4,TRUE,Piero,1,Competition,FALSE,FALSE,0,2,0
