respondentID,travel_frequency,recline,height,children,arm_rests,middle_arm_rest,window_shade,unsold_seat,talkative,get_up,recline_obligation,rude_recline,remove_recline,switch_friend,switch_family,wakeup_bathroom,wakeup_walk,baby,unruly_children,electronics,smoke,gender,age,income,education,college,region
99,Semiannually,Once in a while,61,No,The arm rests should be shared,Other (please specify),Everyone in the row should have some say,No,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,71,>$150k,Graduate degree,college,South Atlantic
100,Semiannually,Never,75,Yes,Whoever puts their arm on the arm rest first,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,No,No,No,Yes,No,No,not_Female,59,$100-150k,Some college or Associate degree,college,Middle Atlantic
101,Semiannually,Once in a while,72,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,Somewhat,No,No,not_Female,59,$50-100k,Graduate degree,college,West South Central
102,Semiannually,Usually,62,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,Yes,No,Female,56,$50-100k,High school degree,HS,East South Central
103,Semiannually,Always,65,No,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,Somewhat,Yes,No,No,Female,61,$100-150k,Graduate degree,college,East South Central
104,Semiannually,Usually,68,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,not_Female,32,>$150k,Bachelor degree,college,Pacific
105,Semiannually,Never,71,No,The people in the aisle and window seats get both arm rests,The person by the window,Everyone in the row should have some say,Somewhat,Yes,It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,not_Female,21,>$150k,Graduate degree,college,New England
106,Semiannually,Once in a while,72,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,Somewhat,Yes,Yes,No,not_Female,66,>$150k,Graduate degree,college,Pacific
107,Semiannually,Usually,65,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,Yes,Yes,Yes,No,not_Female,33,>$150k,Some college or Associate degree,college,Pacific
108,Semiannually,Once in a while,65,Yes,Other (please specify),Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,Somewhat,No,No,Female,51,$100-150k,Graduate degree,college,Pacific
109,Semiannually,Once in a while,71,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,No,No,No,No,Female,38,$50-100k,Graduate degree,college,Pacific
110,Semiannually,About half the time,62,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,Somewhat,Somewhat,Yes,No,Female,20,$50-100k,Bachelor degree,college,Pacific
111,Semiannually,Once in a while,67,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Yes,Yes,Yes,Yes,No,not_Female,51,>$150k,Bachelor degree,college,Pacific
112,Semiannually,Once in a while,72,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,No,Yes,No,No,not_Female,50,$50-100k,Bachelor degree,college,West South Central
113,Semiannually,Usually,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,Somewhat,Yes,No,No,Female,62,>$150k,Graduate degree,college,Pacific
114,Semiannually,Never,70,No,The arm rests should be shared,The person by the window,Everyone in the row should have some say,Somewhat,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,Yes,Yes,Yes,No,Somewhat,Yes,Yes,No,No,not_Female,79,$100-150k,Graduate degree,college,Pacific
115,Semiannually,Usually,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,58,$50-100k,Bachelor degree,college,South Atlantic
116,Semiannually,Always,65,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Somewhat,No,No,Female,55,$50-100k,Bachelor degree,college,South Atlantic
117,Semiannually,About half the time,68,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Yes,No,It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Somewhat,No,No,not_Female,81,$100-150k,Bachelor degree,college,Pacific
118,Semiannually,Always,73,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,67,>$150k,Graduate degree,college,Pacific
119,Semiannually,Usually,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,No,Somewhat,Yes,No,No,Yes,No,not_Female,25,$50-100k,Bachelor degree,college,East North Central
120,Semiannually,Never,68,Yes,The people in the aisle and window seats get both arm rests,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,No,No,No,No,No,Female,37,$50-100k,Graduate degree,college,West North Central
121,Semiannually,Always,71,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Yes,Yes,No,not_Female,53,$100-150k,Bachelor degree,college,Middle Atlantic
122,Semiannually,About half the time,66,No,The arm rests should be shared,The person in aisle,The person in the window seat should have exclusive control,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,Somewhat,Somewhat,Yes,Somewhat,Yes,No,No,Female,26,$50-100k,Bachelor degree,college,New England
123,Semiannually,Usually,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,No,No,No,Somewhat,No,No,Female,22,$25-50k,Bachelor degree,college,West North Central
124,Semiannually,Never,64,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,Somewhat,No,Somewhat,No,No,Female,29,$50-100k,Bachelor degree,college,Mountain
125,Semiannually,Once in a while,62,No,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,No,No,No,Female,56,$25-50k,Some college or Associate degree,college,Middle Atlantic
126,Semiannually,Once in a while,68,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,Somewhat,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,25,$50-100k,Bachelor degree,college,Pacific
127,Semiannually,Once in a while,67,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,No,Somewhat,Somewhat,No,Yes,No,No,not_Female,49,$100-150k,Graduate degree,college,Mountain
128,Semiannually,Once in a while,70,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,Yes,No,No,No,No,No,Somewhat,No,No,not_Female,83,<$25k,Graduate degree,college,New England
129,Semiannually,Always,70,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,Somewhat,Yes,No,No,not_Female,69,>$150k,Graduate degree,college,Pacific
